,Name,Born,Age,Batting Style,Bowling Style,Playing Role,Teams_playing,Country,Mat,Span,Runs,HS,Bat Avg,100s,Wkts,Bowl Avg,5w,Catches,Stumping,Avg Diff,Matches_won,Matches_lost,BBI_wickets,BBI_runs,career_span_yrs
814,Tanvir Islam,1996-10-25,27,Left hand Bat,Slow Left arm Orthodox,Bowler,6,Bangladesh,2,2023-2023,8,8,8.0,0,1,29.0,0,1,0,-21.0,1,1,1,17,0
820,Taskin Ahmed,1995-04-03,28,Left hand Bat,Right arm Fast,Bowler,11,Bangladesh,54,2014-2023,115,15,8.21,0,52,27.13,0,9,0,-18.92,20,32,4,16,9
834,Ziaur Rahman,1986-12-02,37,Right hand Bat,Right arm Fast medium,Allrounder,14,Bangladesh,14,2012-2014,117,40,13.0,0,3,42.33,0,4,0,-29.33,4,10,1,16,2
837,Moeen Munir Ali,1987-06-18,36,Left hand Bat,Right arm Offbreak,Batting Allrounder,26,England,82,2014-2023,1154,72,22.19,0,45,28.04,0,19,0,-5.85,43,36,3,24,9
845,Jofra Chioke Archer,1995-04-01,28,Right hand Bat,Right arm Fast,Bowler,14,England,15,2019-2023,19,18,9.5,0,18,24.66,0,4,0,-15.16,8,7,4,33,4
849,Azeem Rafiq,1991-02-27,32,Right hand Bat,Right arm Offbreak,Bowler,5,England,3,2009-2009,22,10,22.0,0,4,18.0,0,2,0,4.0,1,2,2,28,0
884,Ravinder Singh Bopara,1985-05-04,38,Right hand Bat,Right arm Medium,Batting Allrounder,29,England,38,2008-2014,711,65,28.44,0,16,24.18,0,7,0,4.25,16,20,4,10,6
889,Timothy Thomas Bresnan,1985-02-28,38,Right hand Bat,Right arm Medium fast,Allrounder,7,England,34,2006-2014,216,47,16.61,0,24,36.95,0,10,0,-20.34,17,16,3,10,8
891,Stuart Christopher John Broad,1986-06-24,37,Left hand Bat,Right arm Fast medium,Bowler,6,England,56,2006-2014,118,18,7.37,0,65,22.93,0,21,0,-15.56,26,27,4,24,8
905,Alice Capsey,2004-08-11,19,Right hand Bat,Right arm Offbreak,Batting Allrounder,6,England,24,2022-2023,456,51,21.71,0,3,39.33,0,7,0,-17.61,16,8,1,10,1
918,Holly Louise Colvin,1989-09-07,34,Right hand Bat,Slow Left arm Orthodox,Bowler,3,England,50,2007-2013,91,18,13.0,0,63,15.41,0,19,0,-2.41,38,10,4,9,6
927,Kathryn Laura Cross,1991-10-03,32,Right hand Bat,Right arm Medium fast,Bowler,9,England,16,2013-2023,3,2,3.0,0,11,33.72,0,4,0,-30.72,8,7,2,18,10
929,Samuel Matthew Curran,1998-06-03,25,Left hand Bat,Left arm Medium fast,Allrounder,13,England,46,2019-2023,260,50,13.0,0,49,23.65,1,19,0,-10.65,26,19,5,10,4
930,Thomas Kevin Curran,1995-03-12,28,Right hand Bat,Right arm Fast medium,Bowling Allrounder,18,England,30,2017-2021,64,14,10.66,0,29,31.27,0,8,0,-20.6,18,10,4,36,4
933,Alice Natica Davidson-Richards,1994-05-29,29,Right hand Bat,Right arm Fast medium,Bowling Allrounder,6,England,8,2018-2022,46,24,11.5,0,4,22.5,0,2,0,-11.0,5,3,3,5,4
943,Liam Andrew Dawson,1990-03-01,33,Right hand Bat,Slow Left arm Orthodox,Allrounder,26,England,11,2016-2022,57,34,14.25,0,6,40.33,0,2,0,-26.08,5,6,3,27,6
944,Charlotte Ellen Dean,2000-12-22,23,Right hand Bat,Right arm Offbreak,Bowling Allrounder,4,England,17,2022-2023,78,34,26.0,0,21,16.23,0,3,0,9.76,12,4,4,19,1
946,Joseph Liam Denly,1986-03-16,37,Right hand Bat,Legbreak,Top order Batter,24,England,13,2009-2020,125,30,12.5,0,7,13.28,0,4,0,-0.78,8,4,4,19,11
949,Jade Winston Dernbach,1986-03-03,37,Right hand Bat,Right arm Fast medium,Bowler,7,England,40,2011-2021,31,12,5.16,0,44,26.59,0,10,0,-21.42,17,21,4,22,10
956,Sophia Ivy Rose Dunkley,1998-07-16,25,Right hand Bat,Legbreak,Batting Allrounder,10,England,50,2018-2023,761,61,23.06,0,1,13.0,0,12,0,10.06,38,11,1,6,5
957,Matthew Peter Dunn,1992-05-05,31,Left hand Bat,Right arm Fast,Bowler,6,England,3,2009-2010,1,1,1.0,0,1,50.0,0,0,0,-49.0,2,1,1,11,1
958,Sophie Ecclestone,1999-05-06,24,Right hand Bat,Slow Left arm Orthodox,Bowler,11,England,76,2016-2023,210,33,16.15,0,109,15.03,0,22,0,1.11,54,20,4,18,7
961,Georgia Amanda Elwiss,1991-05-31,32,Right hand Bat,Right arm Medium fast,Batting Allrounder,9,England,14,2011-2019,29,18,9.66,0,8,20.12,0,3,0,-10.45,10,4,2,9,8
965,Natasha Eleni Farrant,1996-05-29,27,Left hand Bat,Left arm Medium,Bowler,7,England,18,2013-2021,7,3,7.0,0,15,27.0,0,4,0,-20.0,11,7,2,15,8
978,Mahika Gaur,2006-03-09,17,Right hand Bat,Left arm Fast medium,Bowling Allrounder,4,England,23,2019-2023,11,6,2.75,0,10,37.7,0,4,0,-34.95,17,6,3,21,4
979,Katie Louise George,1999-04-07,24,Right hand Bat,Left arm Medium,Bowler,5,England,5,2018-2018,0,0,0.0,0,2,58.5,0,0,0,-58.5,4,1,1,22,0
980,Danielle Rose Gibson,2001-04-30,22,Right hand Bat,Right arm Medium,Bowling Allrounder,4,England,7,2023-2023,36,21,7.2,0,3,33.0,0,0,0,-25.8,3,4,1,9,0
985,Richard James Gleeson,1987-12-02,36,Right hand Bat,Right arm Fast medium,Bowler,14,England,6,2022-2022,2,2,1.0,0,9,20.77,0,4,0,-19.77,4,2,3,15,0
986,Sarah Glenn,1999-08-27,24,Right hand Bat,Legbreak,Bowling Allrounder,7,England,54,2019-2023,119,26,19.83,0,64,16.93,0,6,0,2.89,39,13,4,23,4
994,Lewis Gregory,1992-05-24,31,Right hand Bat,Right arm Medium fast,Allrounder,14,England,9,2019-2021,45,15,7.5,0,2,58.5,0,0,0,-51.0,3,4,1,10,2
1002,Jennifer Louise Gunn,1986-05-09,37,Right hand Bat,Right arm Medium fast,Allrounder,3,England,104,2004-2018,682,69,13.91,0,75,19.82,1,58,0,-5.9,74,27,5,18,14
1022,Danielle Hazell,1988-05-13,35,Right hand Bat,Right arm Offbreak,Bowler,2,England,85,2009-2018,188,18,8.95,0,85,20.75,0,11,0,-11.8,57,25,4,12,9
1042,William George Jacks,1998-11-21,25,Right hand Bat,Right arm Offbreak,Batting Allrounder,11,England,11,2022-2023,181,40,16.45,0,1,19.0,0,2,0,-2.54,5,6,1,5,1
1049,Christopher James Jordan,1988-10-04,35,Right hand Bat,Right arm Fast medium,Bowler,23,England,88,2014-2023,434,36,14.46,0,96,27.68,0,43,0,-13.22,47,38,4,6,9
1050,Katherine Sciver-Brunt,1985-07-02,38,Right hand Bat,Right arm Medium fast,Bowling Allrounder,2,England,112,2005-2023,590,42,15.94,0,114,19.19,0,35,0,-3.24,85,24,4,15,18
1054,Freya Grace Kemp,2005-04-21,18,Left hand Bat,Left arm Medium,Bowler,4,England,15,2022-2023,80,51,16.0,0,12,17.08,0,1,0,-1.08,9,6,2,14,1
1059,Heather Clare Knight,1990-12-26,33,Right hand Bat,Right arm Offbreak,Middle order Batter,8,England,107,2010-2023,1738,108,23.48,1,21,25.04,0,30,0,-1.56,79,26,3,9,13
1077,Liam Stephen Livingstone,1993-08-04,30,Right hand Bat,"Right arm Offbreak, Legbreak",Batting Allrounder,12,England,38,2017-2023,617,103,24.68,1,18,30.5,0,19,0,-5.82,22,16,3,17,6
1081,Saqib Mahmood,1997-02-25,26,Right hand Bat,Right arm Fast medium,Bowler,13,England,12,2019-2022,22,7,7.33,0,7,56.85,0,2,0,-49.52,4,6,3,33,3
1083,Dawid Johannes Malan,1987-09-03,36,Left hand Bat,Legbreak,Top order Batter,18,England,62,2017-2023,1892,103,36.38,1,1,27.0,0,22,0,9.38,35,25,1,27,6
1086,Laura Alexandra Marsh,1986-12-05,37,Right hand Bat,"Right arm Fast medium, Right arm Offbreak",Opening Batter,5,England,67,2007-2019,755,54,16.41,0,64,20.64,0,7,0,-4.22,50,15,3,12,12
1095,Tymal Solomon Mills,1992-08-12,31,Right hand Bat,Left arm Fast,Bowler,22,England,16,2016-2023,8,7,2.66,0,14,33.85,0,2,0,-31.19,8,8,3,27,7
1105,Natalie Ruth Sciver-Brunt,1992-08-20,31,Right hand Bat,Right arm Medium,Allrounder,7,England,113,2013-2023,2323,82,27.01,0,83,21.69,0,57,0,5.31,81,29,4,15,10
1117,Matthew William Parkinson,1996-10-24,27,Right hand Bat,Legbreak,Bowler,9,England,6,2019-2022,5,5,1.25,0,7,28.28,0,1,0,-27.03,2,4,4,47,3
1118,Stephen David Parry,1986-01-12,38,Right hand Bat,Slow Left arm Orthodox,Bowler,7,England,5,2014-2015,1,1,1.0,0,3,46.0,0,2,0,-45.0,3,2,2,33,1
1122,Samit Rohit Patel,1984-11-30,39,Right hand Bat,Slow Left arm Orthodox,Allrounder,17,England,18,2011-2013,189,67,15.75,0,7,45.85,0,3,0,-30.1,9,8,2,6,2
1124,David Alan Payne,1991-02-15,32,Right hand Bat,Left arm Fast medium,Bowler,9,England,3,2009-2010,5,5,5.0,0,2,41.5,0,0,0,-36.5,2,1,1,20,1
1139,Adil Usman Rashid,1988-02-17,35,Right hand Bat,Legbreak,Bowler,23,England,104,2009-2023,101,22,5.94,0,107,25.21,0,29,0,-19.27,57,43,4,2,14
1141,Rehan Ahmed,2004-08-13,19,Right hand Bat,Legbreak Googly,Bowling Allrounder,7,England,7,2023-2023,33,11,8.25,0,9,25.33,0,2,0,-17.08,1,6,3,39,0
1152,Joseph Edward Root,1990-12-30,33,Right hand Bat,"Right arm Offbreak, Legbreak",Top order Batter,11,England,32,2012-2019,893,90,35.72,0,6,23.16,0,18,0,12.55,17,14,2,9,7
1176,Anya Shrubsole,1991-12-07,32,Right hand Bat,Right arm Medium,Bowler,4,England,79,2008-2020,104,29,11.55,0,102,15.55,1,20,0,-4.0,59,20,5,11,12
1182,Bryony Frances Smith,1997-11-12,26,Right hand Bat,Right arm Offbreak,Allrounder,6,England,8,2018-2022,57,16,9.5,0,2,30.0,0,2,0,-20.5,6,2,1,10,4
1188,Benjamin Andrew Stokes,1991-06-04,32,Left hand Bat,Right arm Fast medium,Allrounder,13,England,43,2011-2022,585,52,21.66,0,26,32.92,0,22,0,-11.25,24,17,3,26,11
1209,Reece James William Topley,1994-02-21,29,Right hand Bat,Left arm Fast medium,Bowler,22,England,25,2015-2023,13,9,6.5,0,28,26.25,0,6,0,-19.75,14,10,3,22,8
1215,Mady Kate Villiers,1998-08-26,25,Right hand Bat,Right arm Offbreak,Bowling Allrounder,4,England,17,2019-2021,13,9,6.5,0,14,17.28,0,9,0,-10.78,15,2,3,10,2
1238,Christopher Roger Woakes,1989-03-02,34,Right hand Bat,Right arm Fast medium,Allrounder,17,England,33,2011-2023,147,37,16.33,0,31,26.51,0,12,0,-10.18,17,14,3,4,12
1239,Isabelle Eleanor Chih Ming Wong,2002-05-15,21,Right hand Bat,Right arm Fast medium,Bowler,7,England,10,2022-2023,13,13,6.5,0,7,28.28,0,2,0,-21.78,7,3,2,10,1
1242,Luke Wood,1995-08-02,28,Left hand Bat,Left arm Fast medium,Bowler,14,England,5,2022-2023,3,3,3.0,0,8,21.75,0,1,0,-18.75,2,3,3,24,1
1248,Luke James Wright,1985-03-07,38,Right hand Bat,Right arm Medium,Top order Batter,17,England,51,2007-2014,759,99,18.97,0,18,25.83,0,14,0,-6.85,23,24,2,24,7
1249,Danielle Nicole Wyatt,1991-04-22,32,Right hand Bat,Right arm Offbreak,Top order Batter,14,England,151,2010-2023,2602,124,22.05,2,46,15.54,0,35,0,6.5,111,37,4,11,13
1286,Arshdeep Singh,1999-02-05,24,Left hand Bat,Left arm Medium fast,Bowler,6,India,44,2022-2024,34,12,8.5,0,62,20.87,0,12,0,-12.37,30,12,4,37,2
1288,Ravichandran Ashwin,1986-09-17,37,Right hand Bat,Right arm Offbreak,Bowling Allrounder,20,India,65,2010-2022,184,31,26.28,0,72,23.22,0,11,0,3.06,43,21,4,8,12
1291,Avesh Khan,1996-12-13,27,Right hand Bat,Right arm Fast medium,Bowler,10,India,20,2022-2024,11,8,11.0,0,19,32.52,0,10,0,-21.52,13,5,4,18,2
1296,Simran Dil Bahadur,1999-12-13,24,Left hand Bat,Right arm Medium,Bowling Allrounder,6,India,6,2021-2022,10,10,10.0,0,1,126.0,0,1,0,-116.0,2,4,1,29,1
1311,Stuart Terence Roger Binny,1984-06-03,39,Right hand Bat,Right arm Medium,Allrounder,11,India,3,2015-2016,35,24,17.5,0,1,54.0,0,0,0,-36.5,1,2,1,14,1
1312,Ekta Bisht,1986-02-08,37,Left hand Bat,Slow Left arm Orthodox,Bowler,5,India,42,2011-2019,40,15,5.0,0,53,14.71,0,6,0,-9.71,22,20,4,21,8
1315,Jasprit Jasbirsingh Bumrah,1993-12-06,30,Right hand Bat,Right arm Fast,Bowler,7,India,62,2016-2023,8,7,4.0,0,74,19.66,0,7,0,-15.66,44,13,3,11,7
1317,Yuzvendra Singh Chahal,1990-07-23,33,Right hand Bat,Legbreak Googly,Bowler,7,India,80,2016-2023,6,3,3.0,0,96,25.09,1,14,0,-22.09,52,24,6,25,7
1318,Deepak Lokandersingh Chahar,1992-08-07,31,Right hand Bat,Right arm Medium,Bowler,8,India,25,2018-2023,53,31,26.5,0,31,24.09,1,2,0,2.4,20,5,6,7,5
1319,Rahul Desraj Chahar,1999-08-04,24,Right hand Bat,Legbreak Googly,Bowler,16,India,6,2019-2021,5,5,5.0,0,7,23.85,0,3,0,-18.85,4,2,3,15,2
1321,Piyush Pramod Chawla,1988-12-24,35,Left hand Bat,Legbreak,Bowling Allrounder,22,India,7,2010-2012,0,0,0.0,0,4,37.75,0,2,0,-37.75,4,3,2,13,2
1330,Diana Pilli David,1985-03-02,38,Right hand Bat,Right arm Offbreak,Middle order Batter,2,India,13,2010-2012,15,7,3.0,0,16,14.18,0,2,0,-11.18,5,8,4,12,2
1332,Harleen Deol,1998-06-21,25,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Middle order Batter,6,India,24,2019-2023,251,52,16.73,0,6,23.33,0,6,0,-6.6,11,12,2,13,4
1347,Ashok Bhimchandra Dinda,1984-03-25,39,Right hand Bat,Right arm Medium fast,Bowler,11,India,9,2009-2012,22,19,22.0,0,17,14.41,0,1,0,7.58,6,3,4,19,3
1348,Shivam Dube,1993-06-26,30,Left hand Bat,Right arm Medium,Allrounder,9,India,21,2019-2024,276,63,39.42,0,8,45.0,0,11,0,-5.57,14,2,3,30,5
1358,Rajeshwari Shivanand Gayakwad,1991-06-01,32,Right hand Bat,Slow Left arm Orthodox,Bowler,4,India,58,2014-2023,12,5,12.0,0,61,19.13,0,10,0,-7.13,29,25,3,9,9
1380,Dayalan Hemalatha,1994-09-29,29,Right hand Bat,Right arm Offbreak,Top order Batter,4,India,15,2018-2022,90,20,9.0,0,9,14.66,0,1,0,-5.66,9,6,3,15,4
1382,Deepak Jagbir Hooda,1995-04-19,28,Right hand Bat,Right arm Offbreak,Allrounder,8,India,21,2022-2023,368,104,30.66,1,6,12.66,0,12,0,18.0,15,5,4,10,1
1385,Saika Ishaque,1995-10-08,28,Left hand Bat,Slow Left arm Orthodox,Bowler,4,India,3,2023-2023,8,8,8.0,0,5,16.2,0,0,0,-8.2,1,2,3,22,0
1388,Ravindrasinh Anirudhsinh Jadeja,1988-12-06,35,Left hand Bat,Slow Left arm Orthodox,Allrounder,16,India,66,2009-2023,480,46,22.85,0,53,28.41,0,25,0,-5.55,42,22,3,15,14
1420,Amanjot Bhupinder Kaur,2000-01-01,24,Right hand Bat,Right arm Medium,Batting Allrounder,4,India,12,2023-2024,92,41,23.0,0,4,29.5,0,4,0,-6.5,8,3,2,25,1
1421,Harmanpreet Kaur Bhullar,1989-03-08,34,Right hand Bat,Right arm Offbreak,Batting Allrounder,11,India,161,2009-2024,3204,103,27.62,1,32,24.84,0,61,0,2.77,83,73,4,23,15
1429,Virat Kohli,1988-11-05,35,Right hand Bat,Right arm Medium,Top order Batter,12,India,117,2010-2024,4037,122,51.75,1,4,51.0,0,52,0,0.75,74,37,1,13,14
1433,Kuldeep Yadav,1994-12-14,29,Left hand Bat,Left arm Wrist spin,Bowler,9,India,35,2017-2024,46,23,11.5,0,59,14.1,2,10,0,-2.6,21,11,5,17,7
1436,Bhuvneshwar Kumar Singh,1990-02-05,33,Right hand Bat,Right arm Medium,Bowler,13,India,87,2012-2022,67,16,8.37,0,90,23.1,2,15,0,-14.72,55,28,5,4,10
1437,Praveenkumar Sakat Singh,1986-10-02,37,Right hand Bat,Right arm Medium,Bowler,12,India,10,2008-2012,7,6,2.33,0,8,24.12,0,1,0,-21.79,5,5,2,14,4
1452,Minnu Mani,1999-03-24,24,Left hand Bat,Right arm Offbreak,Bowler,3,India,4,2023-2023,6,5,6.0,0,5,11.6,0,0,0,-5.6,2,1,2,9,0
1460,Meghna Singh,1994-06-18,29,Right hand Bat,Right arm Medium,Bowler,6,India,9,2022-2022,1,1,0.5,0,4,37.75,0,2,0,-37.25,5,3,1,6,0
1463,Mona Rajesh Meshram,1991-09-30,32,Right hand Bat,Right arm Medium,Middle order Batter,2,India,11,2012-2018,125,32,17.85,0,1,50.0,0,2,0,-32.14,6,5,1,9,6
1470,Mohammed Shami Ahmed,1990-09-03,33,Right hand Bat,Right arm Fast,Bowler,8,India,23,2014-2022,0,0,0.0,0,24,29.62,0,1,0,-29.62,14,7,3,15,8
1471,Mohammed Siraj,1994-03-13,29,Right hand Bat,Right arm Fast,Bowler,8,India,10,2017-2023,7,5,7.0,0,12,27.83,0,4,0,-20.83,6,3,4,17,6
1484,Sthalam Krishnamurth Sravanthi Naidu,1986-08-23,37,Right hand Bat,Left arm Slow,Middle order Batter,1,India,6,2014-2014,11,11,11.0,0,9,8.33,0,2,0,2.66,5,1,4,9,0
1494,Niranjana Nagarajan,1988-10-09,35,Right hand Bat,Right arm Medium,Middle order Batter,3,India,14,2012-2016,42,15,7.0,0,9,26.22,0,3,0,-19.22,9,5,2,15,4
1502,Shikha Subas Pandey,1989-05-12,34,Right hand Bat,Right arm Medium,Allrounder,5,India,62,2014-2023,208,26,13.0,0,43,26.16,0,18,0,-13.16,34,26,3,14,9
1504,Hardik Himanshu Pandya,1993-10-11,30,Right hand Bat,Right arm Medium fast,Allrounder,6,India,92,2016-2023,1348,71,25.43,0,73,26.71,0,45,0,-1.27,61,29,4,16,7
1505,Krunal Himanshu Pandya,1991-03-24,32,Left hand Bat,Slow Left arm Orthodox,Allrounder,10,India,19,2018-2021,124,26,24.8,0,15,36.93,0,8,0,-12.13,11,7,4,36,3
1518,Axar Rajeshbhai Patel,1994-01-20,30,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,12,India,52,2015-2024,361,65,19.0,0,49,24.2,0,16,0,-5.2,35,16,3,9,9
1520,Harshal Vikram Patel,1990-11-23,33,Right hand Bat,Right arm Medium,Bowler,11,India,25,2021-2023,77,18,12.83,0,29,26.55,0,5,0,-13.71,18,5,4,25,2
1527,Irfan Khan Pathan,1984-10-27,39,Left hand Bat,Left arm Medium fast,Allrounder,12,India,24,2006-2012,172,33,24.57,0,28,22.07,0,2,0,2.5,14,8,3,16,6
1529,Anuja Arun Patil,1992-06-28,31,Right hand Bat,Right arm Offbreak,Bowler,2,India,50,2012-2019,386,54,17.54,0,48,21.0,0,17,0,-3.45,29,20,3,14,7
1531,Shreyanka Rajesh Patil,2002-07-31,21,Right hand Bat,Right arm Offbreak,Allrounder,4,India,6,2023-2024,11,7,11.0,0,8,19.75,0,3,0,-8.75,2,4,3,19,1
1533,Poonam Yadav,1991-08-24,32,Right hand Bat,Legbreak Googly,Bowler,5,India,72,2013-2022,14,4,2.8,0,98,15.25,0,15,0,-12.45,44,26,4,9,9
1537,Snehal Nitin Pradhan,1986-03-18,37,Right hand Bat,Right arm Medium fast,Middle order Batter,3,India,4,2011-2011,2,2,2.0,0,6,10.66,0,1,0,-8.66,1,3,3,30,0
1551,Suresh Kumar Raina,1986-11-27,37,Left hand Bat,Right arm Offbreak,Middle order Batter,20,India,78,2006-2018,1605,101,29.18,1,13,34.0,0,42,0,-4.81,50,28,2,6,12
1557,Sneh Rana,1994-02-18,29,Right hand Bat,Right arm Offbreak,Bowling Allrounder,6,India,25,2014-2023,76,16,12.66,0,24,21.75,0,12,0,-9.08,15,10,3,9,9
1561,Punam Ganesh Raut,1989-10-14,34,Right hand Bat,Right arm Offbreak,Opening Batter,5,India,35,2009-2014,719,75,27.65,0,3,9.66,0,5,0,17.98,21,14,3,12,5
1562,Ravi Bishnoi,2000-09-05,23,Right hand Bat,Legbreak Googly,Bowler,6,India,24,2022-2024,24,8,6.0,0,36,19.52,0,7,0,-13.52,18,4,4,16,2
1572,Arundhati Reddy,1997-10-04,26,Right hand Bat,Right arm Medium fast,Bowler,6,India,26,2018-2021,73,22,6.63,0,18,36.05,0,7,0,-29.41,12,13,2,19,3
1573,Renuka Singh Thakur,1996-01-02,28,Right hand Bat,Right arm Medium fast,Bowler,4,India,38,2021-2024,7,2,3.5,0,39,22.66,1,3,0,-19.16,17,19,5,15,3
1575,Jemimah Ivan Rodrigues,2000-09-05,23,Right hand Bat,Right arm Offbreak,Middle order Batter,9,India,92,2018-2024,1944,76,29.45,0,1,50.0,0,23,0,-20.54,51,35,1,9,6
1577,Priyanka Roy,1988-03-02,35,Right hand Bat,Legbreak,Top order Batter,3,India,15,2009-2011,95,22,10.55,0,21,12.47,1,3,0,-1.92,7,8,5,16,2
1579,Titas Ranadeep Sadhu,2004-09-29,19,Right hand Bat,Right arm Medium,Bowler,4,India,7,2023-2024,2,2,2.0,0,8,13.75,0,2,0,-11.75,4,3,4,17,1
1602,Shafali Verma,2004-01-28,20,Right hand Bat,Right arm Offbreak,Opening Batter,7,India,68,2019-2024,1605,73,24.31,0,10,18.5,0,16,0,5.81,37,28,3,15,5
1606,Vijay Shankar,1991-01-26,33,Right hand Bat,Right arm Medium,Allrounder,18,India,9,2018-2019,101,43,25.25,0,5,38.2,0,2,0,-12.95,5,4,2,32,1
1608,Deepti Bhagwan Sharma,1997-08-24,26,Left hand Bat,Right arm Offbreak,Allrounder,12,India,104,2016-2024,1015,64,23.6,0,113,19.34,0,34,0,4.25,55,43,4,10,8
1609,Ishant Sharma,1988-09-02,35,Right hand Bat,Right arm Fast medium,Bowler,16,India,14,2008-2013,8,5,8.0,0,8,50.0,0,4,0,-42.0,6,8,2,34,5
1615,Rohit Gurunath Sharma,1987-04-30,36,Right hand Bat,Right arm Offbreak,Top order Batter,17,India,151,2007-2024,3974,121,31.79,5,1,113.0,0,60,0,-81.2,101,46,1,22,17
1622,Shivam Pankaj Mavi,1998-11-26,25,Right hand Bat,Right arm Fast medium,Bowler,6,India,6,2023-2023,28,26,14.0,0,7,17.57,0,3,0,-3.57,4,2,4,22,0
1638,Shanthakumaran Sreesanth,1983-02-06,40,Right hand Bat,Right arm Fast medium,Bowler,12,India,10,2006-2008,20,19,20.0,0,7,41.14,0,2,0,-21.14,6,2,2,12,2
1655,Shardul Narendra Thakur,1991-10-16,32,Right hand Bat,Right arm Medium,Bowler,15,India,25,2018-2022,69,22,23.0,0,33,23.39,0,7,0,-0.39,16,6,4,27,4
1656,Namboori Thakur Tilak Varma,2002-11-08,21,Left hand Bat,Right arm Offbreak,Batting Allrounder,5,India,16,2023-2024,336,55,33.6,0,2,13.0,0,10,0,20.6,10,5,1,5,1
1669,Devika Purnendu Vaidya,1997-08-13,26,Left hand Bat,Legbreak Googly,Allrounder,5,India,17,2014-2023,90,32,22.5,0,10,27.0,0,1,0,-4.5,8,6,2,16,9
1672,Varun Chakravarthy Vinod,1991-08-29,32,Right hand Bat,Legbreak Googly,Bowler,7,India,6,2021-2021,0,0,0.0,0,2,66.0,0,0,0,-66.0,2,4,1,18,0
1673,Pooja Vastrakar,1999-09-25,24,Right hand Bat,Right arm Medium,Bowler,6,India,58,2018-2024,305,37,15.25,0,40,22.77,0,11,0,-7.52,35,19,4,17,6
1686,Washington Sundar,1999-10-05,24,Left hand Bat,Right arm Offbreak,Bowling Allrounder,14,India,43,2017-2024,107,50,10.7,0,34,28.47,0,13,0,-17.77,31,8,3,18,7
1688,Radha Prakash Yadav,2000-04-21,23,Right hand Bat,Slow Left arm Orthodox,Bowler,7,India,67,2018-2023,71,14,4.73,0,68,21.54,0,20,0,-16.81,38,26,4,23,5
1691,Umeshkumar Tilak Yadav,1987-10-25,36,Right hand Bat,Right arm Fast,Bowler,11,India,9,2012-2022,22,20,22.0,0,12,23.33,0,3,0,-1.33,5,4,2,19,10
1712,Curtis Campher,1999-04-20,24,Right hand Bat,Right arm Medium fast,Allrounder,15,Ireland,44,2021-2023,707,72,23.56,0,26,29.46,0,20,0,-5.89,19,25,4,25,2
1713,Ava Canning,2004-02-02,20,Right hand Bat,Right arm Medium,Bowler,1,Ireland,22,2021-2024,22,14,7.33,0,11,28.63,0,1,0,-21.3,13,9,2,5,3
1716,Peter Karl David Chase,1993-10-09,30,Right hand Bat,Right arm Medium fast,Bowler,5,Ireland,12,2018-2019,7,4,7.0,0,15,27.73,0,5,0,-20.73,3,8,4,35,1
1729,David Colin Alex Delany,1997-12-28,26,Left hand Bat,Right arm Fast medium,Bowler,4,Ireland,8,2019-2019,7,7,3.5,0,8,27.75,0,0,0,-24.25,5,3,2,12,0
1730,Gareth James Delany,1997-04-28,26,Right hand Bat,Legbreak Googly,Batting Allrounder,5,Ireland,64,2019-2023,880,89,20.0,0,40,27.67,0,21,0,-7.67,29,33,3,16,4
